Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,CGPA,Dropout,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD
21.1,0,35081.0,1,3.73,76.3,0,22.8,1,0,3.9,0.42,0.07,1,1,0,0,1,0,0,0,0,0,0
22.4,0,38576.0,1,4.98,86.3,1,28.4,0,0,3.0,2.88,3.38,0,1,0,0,0,0,0,1,0,0,0
21.4,0,34653.0,1,3.89,85.6,3,13.6,1,1,7.0,1.04,0.85,0,0,0,0,0,0,1,0,0,0,1
23.9,1,35476.0,1,5.19,71.6,0,39.3,0,1,7.9,2.77,2.3,0,0,0,1,1,0,0,0,1,0,0
20.8,0,27030.0,1,3.74,89.4,1,42.8,0,0,4.6,2.91,2.81,0,0,0,1,0,0,1,0,1,0,0
20.6,1,25565.0,1,5.77,80.6,4,37.2,0,1,7.4,1.41,1.97,0,1,0,0,0,1,0,0,0,0,0
22.3,0,85640.0,1,4.54,72.2,2,27.2,1,0,6.9,2.06,2.13,1,1,0,0,1,0,0,0,1,0,0
21.2,1,39597.0,1,2.85,85.0,1,29.5,0,1,2.4,2.94,3.04,0,0,0,0,0,1,0,0,0,0,0
20.1,1,25000.0,1,3.29,96.1,3,31.8,0,0,4.4,2.62,2.32,0,0,0,1,0,1,0,0,0,0,0
22.1,0,25174.0,1,3.71,80.4,2,43.1,1,1,4.6,1.48,1.39,0,0,1,0,0,0,0,1,0,0,0
19.6,1,56036.0,1,5.24,68.8,0,42.4,0,0,9.1,0.49,0.45,1,1,0,0,0,0,0,1,0,0,0
19.7,0,25000.0,1,6.39,89.4,1,12.8,0,0,6.4,2.27,1.97,0,0,1,0,0,0,0,0,0,0,0
19.8,0,25000.0,1,2.07,94.6,5,19.5,0,0,4.6,1.65,1.98,0,0,0,0,0,0,1,0,1,0,0
24.0,1,25000.0,1,3.5,73.4,3,35.2,0,0,4.2,4.0,3.75,0,1,0,0,1,0,0,0,0,1,0
17.0,0,25000.0,1,5.59,75.6,2,13.9,1,1,2.7,3.38,3.55,0,0,0,0,0,0,0,1,1,0,0
21.9,1,25000.0,1,3.93,82.3,3,41.0,0,1,7.4,2.71,2.61,0,1,0,0,0,1,0,0,1,0,0
21.1,1,25000.0,1,3.8,66.5,1,26.7,1,0,6.2,0.28,0.71,1,0,0,0,0,0,0,0,0,0,0
17.3,0,68264.0,1,4.75,98.7,2,38.5,1,0,6.6,3.43,3.1,0,0,1,0,0,0,0,1,1,0,0
21.7,0,28920.0,1,2.25,81.6,1,30.4,0,0,3.2,0.0,0.08,0,1,0,0,0,0,0,0,0,0,0
22.0,1,25000.0,1,4.79,82.3,3,28.8,0,0,6.8,4.0,3.97,0,0,1,0,0,0,0,1,0,0,0
22.3,0,29740.5,1,4.0,84.9,4,17.0,0,0,5.5,2.64,2.42,0,1,0,0,1,0,0,0,0,0,0
17.0,1,27286.0,1,4.26,79.9,6,23.4,1,0,4.2,1.96,2.28,0,0,0,1,0,0,1,0,0,0,0
24.0,0,25000.0,1,5.4,77.9,3,28.6,1,0,6.4,1.43,1.77,1,0,1,0,0,0,1,0,1,0,0
19.4,0,25000.0,1,3.91,74.5,2,28.2,0,0,3.3,2.72,2.95,0,1,0,0,0,0,0,1,0,0,0
22.5,1,102611.0,0,4.05,72.6,0,38.7,1,0,5.8,1.79,1.52,1,1,0,0,0,0,0,1,1,0,0
22.6,0,44280.0,1,4.23,85.3,2,22.3,1,1,5.0,1.25,0.94,0,0,0,0,0,0,0,0,0,0,0
19.1,1,26216.0,1,1.34,92.8,1,29.6,0,1,7.4,3.68,3.55,0,0,0,1,0,0,0,1,1,0,0
22.5,1,45201.0,1,5.36,89.6,2,48.1,0,0,7.1,1.84,1.72,0,1,0,0,0,0,0,0,0,0,0
20.2,0,25000.0,1,4.77,79.7,3,39.9,0,0,5.7,2.54,2.35,0,1,0,0,0,1,0,0,0,1,0
17.0,0,29740.5,0,4.0,80.5,1,31.3,0,1,5.5,3.36,3.49,0,0,0,1,0,0,0,0,0,0,0
23.6,1,82659.0,0,4.44,94.9,2,12.5,0,0,6.6,3.29,2.97,0,0,0,1,0,0,0,1,0,0,0
19.3,0,25000.0,1,5.77,75.6,1,13.5,0,0,5.5,3.36,3.21,0,0,0,0,0,0,0,1,0,0,0
19.1,1,25000.0,1,4.28,68.7,3,37.6,1,1,4.0,2.4,2.37,0,1,0,0,0,0,0,1,0,0,0
20.1,1,35725.0,1,3.72,84.0,4,38.9,0,0,4.6,4.0,4.0,0,0,0,0,0,1,0,0,0,0,0
21.6,0,25000.0,1,1.75,88.8,0,6.7,1,0,3.3,2.35,2.63,0,1,0,0,0,0,0,1,1,0,0
20.9,0,43930.0,0,2.35,62.1,1,38.4,0,1,7.2,0.82,0.79,1,0,0,1,0,1,0,0,1,0,0
22.2,0,25000.0,1,3.6,85.2,1,23.3,0,0,6.2,1.21,1.49,0,1,0,0,0,0,0,1,0,1,0
18.1,1,44283.0,1,4.13,73.0,4,25.1,1,0,4.7,1.33,1.17,0,0,1,0,0,1,0,0,0,1,0
19.4,0,42260.0,1,3.23,70.7,1,40.7,0,0,4.2,1.44,1.26,0,0,1,0,0,0,0,0,0,1,0
20.7,0,25699.0,1,3.7,79.7,3,38.8,1,0,5.9,1.23,0.95,0,0,0,1,0,0,0,0,1,0,0
25.2,1,82983.0,1,2.82,72.8,0,28.8,0,1,3.0,3.81,4.0,0,0,0,0,0,0,0,1,0,0,1
20.7,1,25000.0,1,5.23,67.8,2,38.3,0,0,3.6,3.05,3.49,0,0,1,0,0,0,1,0,0,0,0
23.4,0,66791.0,1,3.63,82.9,1,25.6,0,1,5.5,0.49,0.52,0,0,0,0,0,1,0,0,1,0,0
21.1,1,29740.5,1,4.0,81.6,0,20.5,0,1,5.5,1.21,1.51,1,0,0,1,0,0,0,1,1,0,0
19.9,1,86037.0,1,3.66,68.3,0,45.1,1,0,6.3,3.63,3.63,0,1,0,0,0,0,0,0,0,1,0
20.5,0,33006.0,0,4.47,70.7,1,45.9,0,0,5.8,2.2,2.63,0,0,1,0,0,1,0,0,1,0,0
20.6,0,25000.0,1,4.61,85.7,3,22.3,0,0,3.4,3.33,3.16,0,0,1,0,0,1,0,0,0,0,0
22.3,0,103371.0,1,4.21,86.2,0,23.6,0,0,3.8,1.82,2.07,0,1,0,0,0,0,0,0,1,0,0
24.0,0,25000.0,1,2.56,60.8,4,40.7,0,0,7.9,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0
21.8,0,25000.0,1,3.56,71.9,1,21.7,0,1,4.7,1.28,1.25,0,0,0,1,0,0,0,1,0,0,0
23.6,0,26533.0,1,1.3,81.3,0,39.6,0,0,5.6,3.38,3.51,0,0,0,1,0,0,0,1,0,0,0
18.9,1,25000.0,0,6.14,85.4,1,17.7,0,1,6.6,2.69,2.68,0,1,0,0,0,0,1,0,0,0,0
20.1,1,40769.0,1,0.5,85.3,5,26.6,0,0,4.7,1.04,0.7,0,0,0,0,1,0,0,0,1,0,0
19.4,1,25000.0,1,5.09,86.8,1,41.7,0,1,4.6,1.6,1.56,0,0,0,0,0,0,0,0,1,0,0
21.7,1,25022.0,1,4.14,76.2,2,18.4,1,0,2.4,4.0,3.98,0,0,0,1,0,1,0,0,0,0,0
20.2,1,53139.0,1,1.74,83.4,2,22.9,0,1,3.3,0.32,0.54,0,0,0,1,1,0,0,0,0,1,0
22.6,1,43227.0,0,4.34,78.8,1,34.5,1,0,6.6,2.45,2.88,0,0,0,0,1,0,0,0,0,0,0
19.0,1,30012.0,1,2.56,77.5,5,8.4,1,0,4.7,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0
21.1,1,32943.0,1,4.56,69.9,3,30.9,0,1,6.7,2.97,2.96,0,0,0,0,0,0,0,1,0,0,0
22.5,0,29952.0,1,3.93,84.4,2,43.9,0,0,2.6,3.02,2.99,0,0,0,0,1,0,0,0,0,1,0
17.0,1,25000.0,1,4.3,68.8,4,40.4,0,1,7.0,1.4,1.41,0,1,0,0,0,0,1,0,0,1,0
25.7,0,29688.0,1,3.52,72.6,1,29.4,0,0,5.4,3.9,3.98,0,0,0,1,0,1,0,0,1,0,0
20.4,1,39915.0,0,5.73,87.5,2,30.2,0,0,2.9,3.14,3.08,1,0,0,1,0,0,1,0,0,0,0
17.0,0,27565.0,1,2.68,80.7,1,47.9,1,0,7.5,2.73,2.3,0,0,1,0,0,0,0,1,0,0,0
21.3,0,38249.0,0,3.12,90.4,3,46.4,1,0,3.0,0.6,0.91,0,1,0,0,0,0,0,1,0,0,0
21.1,0,25000.0,1,3.78,79.3,2,28.9,1,1,7.4,2.73,2.67,0,0,0,0,0,0,0,0,0,1,0
20.8,0,25000.0,1,3.87,77.6,1,22.4,0,1,5.4,3.35,3.48,0,0,1,0,1,0,0,0,0,0,0
23.2,0,25000.0,1,2.53,91.2,1,40.3,1,0,3.9,1.41,1.79,0,0,0,1,0,0,0,1,0,0,0
22.6,1,25000.0,1,1.41,78.8,2,43.6,0,0,8.8,1.52,1.03,0,1,0,0,0,0,0,0,1,0,0
21.7,0,64364.0,1,4.46,84.2,2,46.5,1,0,6.2,2.38,2.43,1,0,0,1,0,0,1,0,0,0,0
22.0,0,45964.0,1,4.43,80.7,3,37.0,1,0,7.7,2.34,2.15,0,0,0,1,0,1,0,0,0,0,0
20.8,0,25000.0,1,6.21,83.0,0,25.7,1,0,6.3,3.78,4.0,0,0,0,1,0,1,0,0,1,0,0
24.9,1,38658.0,1,5.63,80.2,3,10.0,0,0,5.1,2.48,2.01,1,0,1,0,1,0,0,0,0,0,0
17.7,0,25000.0,1,4.09,89.0,3,53.3,0,0,3.9,3.27,3.35,0,1,0,0,0,0,0,1,0,0,0
21.3,0,25000.0,1,3.12,82.5,1,49.2,0,1,5.2,1.85,1.92,0,0,0,0,0,1,0,0,0,0,0
21.1,0,29740.5,1,4.0,79.3,0,20.8,0,1,5.5,1.16,1.17,1,0,1,0,0,0,0,0,1,0,0
22.8,0,53271.0,1,2.9,84.0,0,32.3,1,0,7.0,0.22,0.56,1,0,0,1,0,0,1,0,0,1,0
19.1,1,29740.5,1,4.0,69.6,3,27.4,0,0,5.5,1.59,1.02,0,0,1,0,0,0,0,0,1,0,0
17.2,1,29740.5,1,4.0,90.1,3,30.8,0,0,5.5,2.66,2.81,0,1,0,0,0,0,0,1,1,0,0
21.3,1,29740.5,0,4.0,69.9,3,25.2,1,1,5.5,2.66,2.66,0,0,0,1,0,0,0,1,1,0,0
21.6,1,47359.0,1,2.61,76.7,1,38.3,0,1,5.8,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0
24.3,1,25000.0,1,2.71,78.4,3,16.4,1,1,2.0,1.99,1.48,0,0,0,0,1,0,0,0,0,0,0
18.2,1,27428.0,0,1.52,84.0,2,25.3,1,0,5.6,1.01,0.83,1,0,0,1,0,0,0,1,0,0,0
23.5,1,27989.0,1,3.48,95.0,2,40.5,1,1,5.3,3.42,3.33,0,0,0,0,1,0,0,0,0,0,0
26.2,1,35651.0,1,4.57,90.3,1,6.3,0,0,5.3,1.55,1.53,0,0,0,0,0,0,0,1,0,1,0
20.2,1,29966.0,1,3.22,70.2,3,33.7,0,0,2.6,1.77,1.83,0,0,0,0,0,0,0,1,1,0,0
18.2,0,28971.0,1,2.84,74.9,3,23.4,1,0,6.0,1.82,1.67,1,0,0,1,0,0,0,1,1,0,0
20.1,0,25000.0,1,2.12,70.8,1,49.4,0,0,4.5,2.72,2.69,1,0,0,1,1,0,0,0,1,0,0
21.0,0,25000.0,1,4.36,71.6,1,33.9,0,0,5.3,1.33,0.91,1,1,0,0,0,0,0,1,1,0,0
22.2,1,25000.0,1,4.9,77.3,2,20.6,0,0,7.2,1.83,1.94,0,0,0,0,0,1,0,0,0,1,0
19.7,0,29740.5,1,4.0,77.5,3,47.4,0,0,5.5,3.17,3.44,0,0,0,0,0,0,1,0,0,0,1
24.4,0,25000.0,1,4.9,80.0,4,30.3,1,0,5.3,3.69,3.75,0,0,0,1,0,0,0,0,0,1,0
18.5,0,25000.0,1,2.42,81.1,2,31.6,0,0,5.1,0.79,0.53,0,1,0,0,0,0,1,0,1,0,0
17.2,0,25000.0,1,3.18,83.8,2,40.6,0,0,5.2,2.82,2.98,0,0,0,0,1,0,0,0,0,0,0
23.4,0,25000.0,1,3.74,74.5,3,22.7,0,1,4.7,3.47,2.68,0,1,0,0,0,1,0,0,1,0,0
17.0,0,25000.0,0,5.66,81.4,2,47.4,0,0,4.8,1.06,0.83,0,0,1,0,0,0,0,1,1,0,0
20.6,1,50657.0,1,5.65,84.0,1,36.9,1,0,8.5,1.69,1.51,0,0,0,0,0,1,0,0,0,0,0
27.9,1,25000.0,1,5.03,100.0,2,22.3,0,0,4.7,2.11,2.26,1,0,1,0,0,0,0,0,1,0,0
21.0,0,37809.0,1,5.0,89.4,5,24.8,0,0,6.0,1.88,2.18,0,0,0,1,0,0,1,0,1,0,0
18.5,1,25000.0,0,2.97,95.2,0,14.9,0,1,5.7,2.39,1.95,0,0,0,0,1,0,0,0,1,0,0
20.9,1,43622.0,1,4.13,82.2,2,33.7,1,1,5.6,2.78,3.04,0,1,0,0,1,0,0,0,0,0,1
20.9,0,25000.0,1,1.83,86.2,1,27.9,0,0,6.4,1.68,1.61,0,0,1,0,0,0,0,1,0,0,0
21.4,1,29740.5,0,4.0,84.1,1,33.8,1,0,5.5,3.31,3.13,0,0,1,0,0,0,0,1,0,0,0
22.5,0,25302.0,1,3.68,67.7,1,9.6,1,1,8.0,1.76,2.09,0,0,1,0,0,0,1,0,0,0,0
18.7,0,89357.0,1,6.65,62.3,4,23.7,0,0,3.8,3.43,3.29,0,0,0,1,1,0,0,0,1,0,0
24.7,1,29740.5,1,4.0,58.0,4,18.2,1,1,5.5,3.63,3.95,0,0,0,0,0,0,1,0,0,0,0
21.5,1,39812.0,1,3.02,91.9,2,35.9,0,1,3.4,4.0,3.59,0,1,0,0,0,0,1,0,0,0,0
22.6,1,27385.0,1,3.64,78.8,0,22.8,1,0,7.1,0.88,1.06,0,0,0,0,0,0,0,1,0,0,0
19.6,1,35680.0,0,3.18,88.2,1,35.6,0,0,3.8,2.86,3.14,0,0,0,0,0,1,0,0,0,0,1
23.8,1,29740.5,1,4.0,92.4,7,23.6,0,0,5.5,0.8,0.43,1,1,0,0,0,0,0,1,0,0,0
20.4,1,29030.0,1,3.97,71.7,0,49.5,1,0,6.0,1.17,1.28,0,0,0,1,0,0,1,0,0,1,0
21.6,1,38738.0,1,2.72,93.8,2,30.6,0,0,5.8,2.62,2.53,0,0,0,0,0,0,0,1,0,0,0
18.9,1,33689.0,1,3.92,72.7,1,41.0,1,0,7.5,1.22,1.27,1,0,1,0,1,0,0,0,0,1,0
18.8,0,25000.0,1,1.43,80.3,3,28.6,0,1,4.4,3.62,3.9,0,0,0,1,1,0,0,0,1,0,0
22.5,0,25000.0,1,4.21,73.4,2,41.1,1,0,8.1,2.46,2.38,0,1,0,0,0,0,1,0,0,0,0
20.0,0,25000.0,1,3.01,83.9,2,20.7,1,0,4.8,1.79,1.76,0,0,0,0,0,0,1,0,1,0,0
19.1,0,48036.0,1,2.25,80.7,1,29.5,0,0,6.3,1.43,1.37,0,0,1,0,0,1,0,0,0,0,0
19.6,1,29177.0,0,4.94,88.4,3,24.4,1,1,5.2,3.85,3.27,0,0,1,0,0,0,0,0,0,1,0
22.5,0,35603.0,0,1.7,90.0,3,52.4,0,0,6.6,2.31,1.91,0,0,0,0,1,0,0,0,0,0,0
19.6,1,25089.0,1,4.81,94.6,0,15.7,1,1,3.7,2.08,2.27,0,0,1,0,0,0,0,0,1,0,0
20.7,1,25000.0,1,4.61,88.0,5,54.8,0,0,5.7,1.2,0.98,0,0,0,1,1,0,0,0,0,0,1
21.0,0,25766.0,1,2.84,88.5,3,13.5,1,0,5.5,0.67,0.74,0,0,0,1,1,0,0,0,0,0,1
17.0,1,25000.0,1,3.64,78.4,1,38.8,1,0,6.3,2.0,1.93,0,0,0,1,1,0,0,0,1,0,0
17.8,1,25000.0,1,4.35,80.6,3,22.5,1,0,6.2,1.62,2.31,0,1,0,0,0,1,0,0,1,0,0
21.7,0,61291.0,1,4.3,84.5,3,33.1,1,0,4.0,2.99,3.43,0,0,0,1,1,0,0,0,0,0,1
19.4,0,25000.0,1,5.19,72.1,4,27.9,0,0,7.9,2.14,2.23,0,1,0,0,0,0,1,0,0,0,0
23.3,1,25000.0,1,4.95,91.0,4,20.0,0,1,5.4,3.34,3.77,0,0,0,1,0,0,0,0,1,0,0
23.1,1,78494.0,1,5.35,80.9,3,31.0,0,0,6.8,1.28,0.79,0,1,0,0,1,0,0,0,0,0,0
22.6,0,48484.0,1,5.5,83.6,2,25.0,1,0,3.2,2.23,2.74,0,1,0,0,0,0,0,0,0,0,0
25.0,0,25000.0,1,4.15,69.9,3,36.9,1,0,4.8,3.8,3.57,0,1,0,0,0,1,0,0,0,0,0
20.8,1,38430.0,1,3.62,79.1,1,17.9,0,1,7.4,0.97,0.84,0,0,1,0,0,0,1,0,0,0,0
22.4,0,25810.0,0,3.84,88.9,1,35.7,0,1,8.4,1.59,1.97,1,0,0,0,0,1,0,0,0,0,1
19.7,0,25000.0,1,3.56,85.4,1,40.4,0,1,6.3,2.61,2.52,0,0,1,0,1,0,0,0,0,0,1
26.4,1,39530.0,0,5.88,88.6,0,28.7,1,0,5.3,3.68,3.66,0,0,0,1,0,0,0,1,1,0,0
25.4,0,25000.0,1,3.01,79.3,2,14.1,0,0,3.6,2.22,2.26,0,0,0,1,0,0,0,1,0,0,0
21.0,0,31110.0,1,5.47,83.0,0,50.8,1,0,6.9,1.62,2.09,0,0,1,0,0,1,0,0,1,0,0
21.9,1,54875.0,1,3.37,81.2,4,35.6,0,0,6.1,1.95,1.98,0,0,0,1,1,0,0,0,0,0,0
24.0,0,51366.0,1,5.44,87.3,1,21.3,0,0,1.3,3.51,3.2,0,1,0,0,0,0,0,1,1,0,0
20.7,1,25000.0,1,4.95,84.1,0,35.9,0,1,2.4,2.58,2.42,0,0,1,0,0,1,0,0,0,0,0
19.6,0,39800.0,0,3.95,78.9,2,9.9,1,1,6.1,2.24,1.93,1,0,0,1,0,1,0,0,0,0,0
22.9,0,25000.0,1,4.34,61.5,2,44.1,0,0,4.0,4.0,3.72,0,0,0,0,0,1,0,0,0,0,0
21.2,1,38958.0,1,2.56,83.4,0,55.5,0,0,3.6,2.14,1.95,0,0,0,0,0,0,0,0,0,0,0
21.4,0,32503.0,1,4.75,68.6,1,39.9,1,0,5.3,1.89,1.42,0,0,0,1,0,0,1,0,0,0,0
19.2,0,37324.0,1,5.23,87.5,2,18.0,0,1,6.1,3.66,3.84,0,0,0,0,1,0,0,0,0,0,0
17.2,1,25000.0,0,5.74,88.7,1,6.1,0,0,8.1,1.36,1.56,0,0,1,0,0,0,0,1,0,0,0
21.5,1,103823.0,1,3.58,63.7,2,46.4,1,1,4.0,2.48,2.51,0,1,0,0,0,0,0,1,0,0,0
23.0,1,25000.0,1,6.86,84.4,2,28.2,1,1,6.3,1.53,1.28,0,0,0,0,1,0,0,0,0,0,0
20.5,0,53259.0,1,3.59,84.2,2,25.3,1,1,3.7,2.01,2.26,0,0,0,1,0,0,0,1,0,1,0
24.2,0,25000.0,1,3.42,85.0,3,44.0,0,0,4.6,3.06,3.21,0,0,0,0,1,0,0,0,0,1,0
19.5,0,40240.0,1,3.78,72.1,2,22.9,0,0,5.8,0.93,0.67,1,1,0,0,0,1,0,0,0,0,0
18.7,1,42002.0,1,3.79,85.8,2,39.1,0,0,5.2,2.95,3.16,0,1,0,0,0,0,1,0,0,1,0
20.9,0,30730.0,1,2.14,71.9,3,30.3,1,0,3.0,0.85,0.69,0,0,0,1,0,0,1,0,0,0,0
20.8,1,25000.0,1,2.53,87.5,0,33.0,0,0,6.4,3.01,3.27,0,0,0,0,0,0,0,0,1,0,0
22.7,1,32360.0,1,2.41,85.5,0,49.6,1,1,6.8,0.75,0.62,1,0,0,1,1,0,0,0,0,0,0
19.3,1,34899.0,1,4.31,79.4,1,24.1,0,1,9.7,1.17,1.4,0,0,0,0,0,0,0,1,1,0,0
24.0,1,87026.0,1,5.95,85.4,1,23.0,0,0,5.9,1.4,1.04,0,0,0,0,0,0,0,1,1,0,0
25.3,0,25000.0,1,3.13,74.4,4,27.6,0,1,5.8,0.96,0.72,1,0,0,1,0,1,0,0,0,0,0
20.9,0,25000.0,1,3.83,77.5,2,15.6,1,0,6.0,2.66,2.97,0,0,0,0,0,1,0,0,1,0,0
23.7,0,35272.0,1,2.95,91.3,2,41.2,1,1,3.0,3.38,2.97,0,0,0,0,0,0,0,0,0,1,0
18.7,0,25498.0,1,4.86,91.0,0,39.6,0,1,3.2,2.04,2.17,0,1,0,0,0,0,0,1,1,0,0
23.4,1,28000.0,0,4.35,73.2,4,29.9,0,0,5.4,2.14,2.05,0,0,0,1,0,0,1,0,0,0,0
23.3,0,56512.0,1,5.2,77.0,2,18.9,0,0,1.4,3.39,3.21,0,1,0,0,1,0,0,0,0,0,0
22.9,0,25000.0,1,2.69,77.6,3,5.0,1,0,3.5,3.16,3.27,0,0,1,0,0,0,0,1,0,0,0
21.0,0,25000.0,1,3.95,82.5,2,20.0,0,0,4.6,1.76,1.54,1,0,0,0,0,1,0,0,0,1,0
17.0,1,25000.0,1,3.7,80.9,1,27.2,0,0,7.3,3.52,4.0,0,0,1,0,0,0,0,0,0,0,0
19.6,1,25000.0,1,3.78,92.3,1,7.2,0,0,6.0,3.08,2.86,0,0,0,0,0,0,1,0,0,0,0
19.6,0,125841.0,1,5.29,94.3,0,59.9,0,0,2.8,4.0,3.89,0,0,1,0,0,0,0,0,0,0,0
18.8,1,42570.0,1,3.26,96.4,4,35.0,1,0,5.4,3.18,3.39,0,0,1,0,0,1,0,0,0,0,0
21.3,0,52625.0,0,3.42,99.3,2,36.5,0,0,6.6,1.5,1.49,1,0,0,1,0,1,0,0,0,0,0
20.1,0,28330.0,1,2.97,69.4,3,28.2,1,0,6.8,3.36,3.34,0,0,0,0,1,0,0,0,0,1,0
19.2,1,46874.0,1,6.8,80.5,5,38.9,1,0,7.4,3.15,3.02,1,1,0,0,0,0,1,0,0,1,0
18.7,1,25000.0,1,2.76,76.4,1,26.4,1,1,7.7,1.73,1.91,0,1,0,0,0,1,0,0,1,0,0
19.4,0,55436.0,1,4.77,74.8,1,28.1,1,1,6.5,1.04,0.95,1,0,0,1,0,1,0,0,0,1,0
23.5,1,25000.0,0,2.22,93.3,2,46.9,0,0,6.4,3.72,3.21,1,0,0,1,0,0,0,1,0,0,0
19.5,0,25000.0,0,4.6,85.4,3,43.2,0,1,5.9,2.75,2.54,0,1,0,0,0,0,1,0,1,0,0
19.9,0,40259.0,1,2.51,69.3,2,29.9,0,0,7.0,3.17,2.99,0,1,0,0,0,1,0,0,1,0,0
20.0,1,35949.0,1,4.2,100.0,3,54.3,0,0,4.1,3.25,2.94,0,0,0,1,0,0,1,0,0,1,0
21.7,0,31281.0,1,4.4,67.5,2,29.0,0,0,5.1,1.73,1.56,0,0,0,1,1,0,0,0,0,0,1
22.0,0,25000.0,1,3.9,79.2,0,23.9,0,1,4.2,4.0,3.99,0,0,0,1,0,1,0,0,0,0,0
17.0,0,31568.0,1,4.92,82.7,2,31.5,0,0,6.3,0.85,0.35,0,0,0,1,0,0,1,0,0,1,0
23.2,0,52909.0,1,4.6,72.9,2,33.6,1,1,5.0,3.36,3.11,0,0,0,0,0,0,0,1,1,0,0
24.2,0,25000.0,1,3.11,86.4,3,15.7,1,0,7.3,4.0,3.54,0,0,1,0,0,0,0,0,0,1,0
18.7,1,65445.0,1,4.64,77.1,1,35.8,0,1,5.6,2.37,2.22,0,0,1,0,0,0,0,1,0,0,0
18.9,1,25000.0,1,4.3,88.6,1,55.4,0,0,7.4,2.51,2.67,0,0,0,1,0,0,0,0,1,0,0
20.0,1,29850.0,1,5.24,85.2,1,41.4,1,0,1.7,1.07,1.2,1,1,0,0,0,0,1,0,1,0,0
19.3,1,74697.0,1,2.11,62.0,0,38.0,1,0,4.2,0.0,0.02,0,1,0,0,1,0,0,0,0,0,0
21.5,0,25000.0,1,4.15,69.6,2,35.8,0,0,7.2,1.58,1.84,0,0,0,1,0,0,0,1,1,0,0
17.0,1,55960.0,1,4.12,88.8,3,18.0,0,0,5.5,2.86,2.58,0,0,0,0,0,0,0,0,0,1,0
18.5,0,97226.0,1,3.52,85.2,1,18.0,0,0,7.4,0.13,0.45,1,1,0,0,0,0,0,0,0,1,0
24.4,1,32946.0,1,5.38,73.8,4,32.0,0,0,6.0,2.1,1.71,1,0,0,0,0,0,0,0,0,0,0
19.0,1,25000.0,0,3.08,76.6,2,24.9,0,0,3.8,1.72,1.41,0,0,1,0,1,0,0,0,1,0,0
23.7,0,25000.0,1,4.93,81.3,3,12.6,1,0,8.7,1.45,2.02,1,1,0,0,1,0,0,0,0,0,0
21.8,1,65040.0,1,3.06,65.8,5,25.8,0,0,4.3,1.18,1.44,0,1,0,0,0,0,0,0,0,0,0
17.0,0,63960.0,1,5.72,100.0,2,35.4,0,0,4.2,4.0,4.0,0,0,0,0,0,1,0,0,1,0,0
22.4,1,70940.0,1,4.53,74.2,2,37.0,1,0,7.0,2.49,2.8,0,1,0,0,0,0,0,0,1,0,0
20.7,0,29153.0,1,1.98,82.2,2,20.0,0,0,3.9,4.0,3.43,0,0,0,0,1,0,0,0,0,0,0
20.0,0,55419.0,1,5.48,95.4,2,29.4,1,0,3.2,1.66,0.92,1,0,0,1,0,0,0,1,1,0,0
21.5,0,28874.0,1,4.73,80.5,0,35.0,1,1,4.1,2.17,2.01,0,0,1,0,0,1,0,0,0,0,1
22.0,1,25000.0,1,4.12,84.6,1,14.8,0,1,7.0,0.66,1.15,1,1,0,0,0,0,0,1,0,0,0
22.6,1,58367.0,1,3.17,74.3,2,20.7,0,0,9.4,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0
23.6,0,79247.0,1,2.89,77.6,4,29.8,0,0,5.5,1.94,2.09,0,0,0,0,0,0,0,1,0,1,0
21.9,0,25000.0,0,4.66,74.6,3,19.1,1,0,4.2,2.92,3.41,0,0,0,1,0,0,1,0,0,0,0
18.0,1,25000.0,0,2.0,92.2,1,26.1,0,0,7.7,0.0,0.02,1,1,0,0,0,1,0,0,0,1,0
20.0,1,30455.0,0,3.12,76.7,3,59.9,1,0,4.4,1.27,1.32,1,0,1,0,0,0,1,0,0,1,0
27.5,1,52769.0,0,4.91,76.1,1,11.9,1,1,4.7,1.57,1.1,0,1,0,0,0,1,0,0,0,0,0
22.6,1,25000.0,1,2.17,75.1,1,47.1,1,1,6.2,0.89,0.42,0,0,0,1,1,0,0,0,0,0,0
26.2,0,34071.0,1,2.23,85.1,5,34.1,0,0,7.6,1.07,1.01,1,0,1,0,0,1,0,0,0,0,0
24.1,1,25000.0,1,4.68,86.7,2,15.3,1,0,5.6,2.62,3.1,0,0,1,0,1,0,0,0,0,1,0
21.5,1,45274.0,1,3.65,66.0,2,38.1,1,1,4.9,0.0,0.02,1,0,0,0,0,0,1,0,0,1,0
21.7,0,25000.0,1,6.16,82.5,4,30.5,1,0,9.7,2.57,2.69,0,1,0,0,0,0,0,1,0,0,0
20.9,1,47244.0,1,3.6,84.4,3,44.5,0,0,4.3,2.66,2.83,0,0,1,0,1,0,0,0,1,0,0
17.2,0,27040.0,1,1.98,93.2,2,37.9,0,0,4.5,2.34,2.14,1,0,0,0,1,0,0,0,0,1,0
